Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
||M0000836|Hennessy VSOP|||Cognac|HK$ 170.0|France||0|Cognac|5946|200ml
||M0000837|Hennessy VSOP|||Cognac|HK$ 68.0|France||3|Cognac|5947|50ml
||M0000841|J&B Rare|||Scotchland|HK$ 178.0|Scotchland||3|Whiskey|5948|
||M0000842|White Horse Fine Old|||Scotchland|HK$ 150.0|Scotchland||0|Whiskey|5949|
||M0000843|Glenmorangie The Original|||Scotchland|HK$ 498.0|Scotchland||0|Whiskey|5950|
||M0000844|Glenmorangie The Lasanta|||Scotchland|HK$ 600.0|Scotchland||1|Whiskey|5951|
||M0000845|Glenmorangie The Quinta Ruban|||Scotchland|HK$ 580.0|Scotchland||2|Whiskey|5952|
||M0000846|Glenmorangie The Nectar d&#039;Or|||Scotchland|HK$ 680.0|Scotchland||1|Whiskey|5953|
||M0000847|Glenmorangie 18 Year Old|||Scotchland|HK$ 1,200.0|Scotchland||1|Whiskey|5954|
||M0000848|Ardbeg 10 Years Old|||Isle of Islay|HK$ 550.0|Scotchland||0|Whiskey|5955|
||M0000849|Singleton 12 Years Old|||Scotchland|HK$ 460.0|Scotchland||1|Whiskey|5956|
||M0000850|Singleton 18 Years Old|||Scotchland|HK$ 1,100.0|Scotchland||1|Whiskey|5957|
||M0000851|Myers s Dark Rum|||Jamaica|HK$ 175.0|Caribbean Sea||2|Rum|5958|750ml
||M0000852|Baileys Original Irish Cream|||Ireland|HK$ 160.0|Ireland||2|Spirits|5959|700ml
||M0000853|Baileys Original Irish Cream|||Ireland|HK$ 120.0|Ireland||1|Spirits|5960|375ml
||M0000854|Remy Martin VSOP Round Half|||Cognac|HK$ 280.0|France||9|Cognac|5961|375ml
||M0000856|Remy Martin XO Excel Regular|||Cognac|HK$ 1,780.0|France||1|Cognac|5962|
||M0000873|Bell s Orig Scotch Whisky|||Britain|HK$ 160.0|Britain||0|Spirits|5964|1000ml
||M0000874|Dalmore 12 YEARS|||Scotchland|HK$ 660.0|Scotchland||3|Whiskey|5966|
||M0000875|Dalmore 18 YEARS|||Scotchland|HK$ 1,600.0|Scotchland||3|Whiskey|5967|
||M0000877|Early Times|||American|HK$ 150.0|American||0|Whiskey|5968|1000ml
||M0000878|Early Times|||American|HK$ 130.0|American||1|Whiskey|5969|750ml
||M0000876|Salmore KING ALEXANDER 3|||Scotchland|HK$ 2,500.0|Scotchland||2|Whiskey|5975|
||M0000885|黑龍三十八號純米吟釀|||福井縣|HK$ 380.0|Japan||2|Sake|5981|720ml
Watermark2014 2Palmer 2009 1500ml JPEG.jpg|RP 97 |M0000414|Palmer|3eme Cru|2009|Margaux|HK$ 7,500.0|France|One of the all-time great Palmers (along with the 1961, 1966, 1970, 1989, 2000 and 2005), the 2009 Palmer is a blend of 52% Merlot, 41% Cabernet Sauvignon and a whopping 7% Petit Verdot that came in at close to 14% natural alcohol. An opaque blue/black color suggests a wine with thrilling levels of concentration and intensity, and That's exactly what a taster gets. Subtle smoke, incense and Asian spice (soy?) notes interwoven with graphite, blueberry, blackberry and cassis characteristics lead to a full-bodied, phenomenally concentrated, viscous, opulent wine with plenty of sweet tannin. This sensational Palmer reveals even more floral notes than vintages such as 2005 and 2000. It should drink well for 50 years. 2012-2062|12|Red wine|5983|1500ml
||M0000886|山形純米吟釀|||Yamagata|HK$ 490.0|Japan||2|Sake|5989|720ml
||M0000887|町田酒造若水特別純米|||群馬縣|HK$ 300.0|Japan||1|Sake|5990|720ml
||M0000888|朝日鷹本釀造|||山形縣|HK$ 380.0|Japan||2|Sake|5991|720ml
||M0000889|樊艷純米大吟釀|||福井縣|HK$ 150.0|Japan||2|Sake|5992|300ml
||M0000890|大七皆伝純米吟釀|||Japan|HK$ 420.0|Japan||1|Sake|5993|720ml
||M0000891|白龍純米大吟釀|||福井縣吉田郡|HK$ 380.0|Japan||0|Sake|5994|720ml
||M0000892|紀土純米大吟釀|||和歌山縣|HK$ 380.0|Japan||0|Sake|5995|720ml
||M0000893|Hibiki Suntory whisky 21 years|||Japan|HK$ 2,380.0|Japan||9|Whiskey|5996|720ml
||M0000894|JapanPremium LIK 12 Years Blended Scotch Whisky|||Scotchland|HK$ 350.0|Scotchland||3|Whiskey|5997|700ml
||M0000895|Premium LIK 21 Years Blended Scotch Whisky|||Scotchland|HK$ 1,280.0|Scotchland||2|Whiskey|5998|700ml
||M0000902|Courvoisier VSOP Exclusif 70cl|VSOP||Cognac|HK$ 390.0|France||0|Cognac|5999|700ml
||M0000903|Courvoisier VSOP Exclusif 35cl|VSOP||Cognac|HK$ 280.0|France||2|Cognac|6000|350ml
||M0000906|Dr Hermann Erdener Herrenberg Riesling Eiswein 375ml||2007|Mosel|HK$ 599.0|Germany||4|White wine|6001|375ml
||M0000908|Moulin de Duhart|2nd wine of Duhart Moulin|2010|Pauillac|HK$ 350.0|France||4|Red wine|6002|750ml
||M0000909|Penfold Bin407||2010|South Australia|HK$ 470.0|Australia||15|Red wine|6003|750ml
||M0000924|Opus One||2007|Napa Valley|HK$ 2,450.0|American||0|Red wine|6004|750ml
||M0000925|Krug||NV|Champagne|HK$ 990.0|France||0|Champagne|6005|750ml
||M0000938|Jamesons Irish Whiskey Miniature||NV|Ireland|HK$ 35.0|Ireland||3|Whiskey|6006|50ml
||M0000939|Jagermeister Miniature||NV|German|HK$ 55.0|German||3|Liqueur|6007|40ml
||M0000940|Tia Maria Coffee Liqueur Miniature||NV|Jamaica|HK$ 35.0|Caribbean Sea||3|Liqueur|6008|50ml
Watermark2014 11Nachtmann Bordeaux Glass write.jpg||A0000001|Bordeaux Glass|||France|HK$ 28,000.0|France|Bordeaux Glass X 2|2|Glass|6009|
Watermark2014 11Nachtmann Burgundy Glass write.jpg||A0000002|Burgundy Glass|||France|HK$ 29,000.0|France|Burgundy Glass X 2|4|Glass|6010|
Watermark2014 11Nachtmann Bordeaux Glass write.jpg||A0000003|Red Wine Goblet|||France|HK$ 43,800.0|France|Red Wine Goblet X 2|3|Glass|6011|
Watermark2014 11Nachtmann Champagne Classic Flute write.jpg||A0000004|Champagne Flute|||France|HK$ 29,800.0|France|Champagne Flute X 2|3|Glass|6012|
Watermark2014 11Nachtmann Champagne Classic Flute write.jpg||A0000005|Flute|||France|HK$ 36,000.0|France|Flute X 2|3|Glass|6013|
Watermark 10 Decanter1.jpg||A0000006|Amadeo|||France|HK$ 19,800.0|France||1|Decanter|6014|
Watermark 10 Decanter3.jpg||A0000007|Vinum Extreme|||France|HK$ 428,000.0|France||1|Decanter|6015|
Watermark 10 Decanter7.jpg||A0000008|Black Tie Smile|||France|HK$ 26,500.0|France||1|Decanter|6016|
Watermark 10 Decanter4.jpg||A0000009|Black Tie Touch|||France|HK$ 27,800.0|France||1|Decanter|6017|
Watermark 10 Decanter5.jpg||A0000010|Black Tie Bliss|||France|HK$ 22,800.0|France||1|Decanter|6018|
Watermark 10 Decanter2.jpg||A0000011|Escargor|||France|HK$ 36,000.0|France||1|Decanter|6019|
Watermark 10 Decanter6.jpg||A0000012|Black Tie|||France|HK$ 20,800.0|France||1|Decanter|6020|
Watermark 10 pulltex type A 2.jpg||A0000013|Forge de Laguiole Sonnelier  Horn Trip|||France|HK$ 36,800.0|France||1|Opener|6021|
Watermark 10 pulltex type D 2.jpg||A0000014|Forge de Laguiole Sonnelier  Rosewood Handle|||France|HK$ 38,000.0|France||1|Opener|6022|
Watermark 10 pulltex type C2.jpg||A0000015|Forge de Laguiole Sonnelier  Rosewood Handle|||France|HK$ 38,000.0|France||1|Opener|6023|
Watermark 10 pulltex type B2.jpg||A0000016|Forge de Laguiole Sonnelier Juniper Handle|||France|HK$ 39,999.0|France||1|Opener|6024|
Watermark 10 pulltex type E 2.jpg||A0000017|Chateau Laguiole Grand Cru Ram Horm Sommelier|||France|HK$ 32,800.0|France||1|Opener|6025|
Watermark 10 pulltex type F.jpg||A0000018|Chateau Laguiole Dub|||France|HK$ 31,800.0|France||1|Opener|6026|
Watermark 10 pulltex pink 2.jpg||A0000019|Sommlier Iroquois light pink|||France|HK$ 115,000.0|France||1|Opener|6027|
Watermark 10 pulltex red 2.jpg||A0000020|Sommlier Iroquois pink|||France|HK$ 138,000.0|France||1|Opener|6028|
Watermark 10 pulltex yellow 2.jpg||A0000021|Sommlier Iroquois yellow|||France|HK$ 160,000.0|France||1|Opener|6029|
Watermark 10 pulltex green 2.jpg||A0000022|Sommlier Iroquois Green|||France|HK$ 108,000.0|France||1|Opener|6030|
Watermark 10 pulltex blue 2.jpg||A0000023|Sommlier Iroquois Blue|||France|HK$ 92,500.0|France||1|Opener|6031|
Watermark 10 pulltex Purple 2.jpg||A0000024|Sommlier Iroquois Light purple|||France|HK$ 118,000.0|France||1|Opener|6032|
Watermark 10 pulltex deep blue 2.jpg||A0000025|Sommlier Iroquois  purple|||France|HK$ 43,800.0|France||1|Opener|6033|
||M0000920|Chateau Lafite Legende||2010|France|HK$ 96.0|France||0|Red wine|6035|750ml
|RP 96 |M0000935|Valandraud|1er GCC B|2009|St. Emilion|HK$ 2,998.0|France|An inky/purple wine with an extraordinary nose of black raspberries, blueberries, acacia flowers, licorice and camphor, it is full-bodied, multi-dimensional and layered, with silky tannins, stunning purity, and a finish of 50+ seconds. This is an opulent, sexy, sumptuous style of wine to drink over the next 15 or more years.|24|Red wine|6036|750ml
Watermark2014 3Y d Yquem 2009 JPEG.jpg||M0000947|Y d Yquem||2012|Sauternes|HK$ 1,380.0|France||12|White wine|6037|750ml
||M0000872|Claymore Whisky|||Scotchland|HK$ 89.0|Scotchland||14|Whiskey|6038|1000ml
||M0000900|Johnnie Walker Black Label 12 Years|||Scotchland|HK$ 375.0|Scotchland||9|Whiskey|6039|700ml
||M0000901|Johnnie Walker Red Label|||Scotchland|HK$ 175.0|Scotchland||6|Whiskey|6040|700ml
||M0000956|Domaine Moltes Riesling reserve|AOC|2012|Alsace|HK$ 160.0|France|A delicate and elegant Riesling, light, fresh and perfumed. It has white fruits, a floral hedgerow character and a dry, more tight and nervy final character. Fruity while structured, it’s ready to age a couple of years.|14|White wine|6041|750ml
|WS 93 |M0000958|Perrier Jouet Gift Set - Belle Epoque rose with 2 glasses|AOC|2006|Champagne|HK$ 1,380.0|France||4|Champagne|6042|750ml
||M0000957|De Bortoli Noble One||2010|Riverina|HK$ 248.0|Australia|Rather evolved and toasty, this oaky and relatively uncomplicated expression of this wine has a pungent, spicy and smoky bouquet of toffee apple and creme brulee backed by notes of cloves and cinnamon. It's very intense and luscious, with a molasses-like note beneath it's candied and quite toasty presence of raisined, syrupy fruit. Not for the long term|3|White wine|6044|375ml
Watermark2014Camensac 2010 JPEG.jpg|WS 90 |M0000961|Camensac|5eme Cru|2006|Haut-Medoc|HK$ 280.0|France||0|Red wine|6045|750ml
||M0000950|Le Chevalier de Lascombes|2nd wine|2009|Margaux|HK$ 270.0|France||13|Red wine|6047|750ml
Watermark2014 8Latour 2003 JPEG.jpg||M0000964|Latour|GCC 1er Cru|1992|Pauillac|HK$ 5,400.0|France||0|Red wine|6048|750ml
|WS90 |M0000966|Philippe Gonet Brut Reserve Champagne 1500ml|AOC||Champagne|HK$ 780.0|France|Focused by solid acidity, this shows subtle biscuit, green pear, lemon curd and stone notes. Fresh and lightly juicy, with a hint of black licorice on the finish. Drink now through 2018.|0|White wine|6050|1500ml
||M0000967|La Tour de by|Cru Bourgeois|1998|Medoc|HK$ 480.0|France|The wine is still round and dense, still with strong structural characteristics of a modern Medoc. This is a wine made from 60% Cabernert Sauvignon, 35% Merlot and 5% Petit Verdot and has been aged in French Oak for 12 months. With rare, aged bouquet, this is a fully matured wine with teritary tones, as well as notes of dry prunes and plum, and a full spectrum of other red fruit chararacters. Spicy on plate and mineral in finish. Lifted acidity.﻿|0|Red wine|6051|750ml
||M0000968|Hennessy VSOP 1500ml|VSOP|NV|Cognac|HK$ 1,350.0|France||0|Cognac|6052|1500ml
||M0000969|The Yamazaki Single Malt Whisky 12yrs|||Japan|HK$ 798.0|Japan||6|Whiskey|6053|700ml
||M0000970|Hakushu Single Malt Whisky 12 yrs|||Yamanashi|HK$ 798.0|Japan||4|Whiskey|6054|700ml
||M0000971|Valle Andino Merlot||2012|Central Valley|HK$ 68.0|Chile||9|Red wine|6055|750ml
||M0000972|Cloudy Bay Sauvignon Blanc||2013|Marlborough|HK$ 240.0|New Zealand||0|White wine|6056|750ml
||M0000973|Inniskillin Oak Aged Vidal Icewine 375ml||2011|Niagara Peninsula|HK$ 560.0|Canada|This icewine reflects lots of intense layers from its short exposure to oak. The peaches and apricot aromas and flavours develop into complexities of marmalade and candied brown sugar as it ages. The ample natural acidity is softened by the oak aging adding a creamy vanilla flavor.|3|White wine|6057|375ml
||M0000974|Jackson Triggs Proprietors Reserve Vidal Icewine 375ml||2011|Niagara Peninsula|HK$ 520.0|Canada|This richly textured wine displays fresh tropical aromas of papaya, mango and apricot. Bold fruit flavours balanced with fine acidity caress the palate and conclude with an exquisite silky finish.|3|White wine|6058|750ml
||M0000975|Suntory Midori Melon Liqueur|||Japan|HK$ 250.0|Japan||3|Liqueur|6059|700ml
|RP92 |M0000977|Lamborghini Campoleone|IGT|2005|Umbria|HK$ 380.0|Italy|The estate’s top bottling, the 2005 Campoleone, is a cuvee of equal parts Sangiovese and Merlot that spent 12 months in French oak. A full-bodied, racy red, the wine possesses compelling layers of dark cherries, licorice, mint, tobacco, sweet herbs and French oak in an elegant, beautifully balanced style. Today the wine comes across as quite primary, but it should develop nicely with time in the bottle. Anticipated maturity: 2010-2020.|11|Red wine|6060|750ml
|RP91 |M0000978|Lamborghini Campoleone|IGT|2006|Umbria|HK$ 380.0|Italy|Dark cherries, smoke, licorice and earthiness are some of the nuances that emerge from 2006 Campoleone, a blend of Sangiovese and Merlot that spent 12 months in French oak. This is a decidedly dark, brooding red from Lamborghini. As good as it is, I can’t help feeling that the wine is trapped by excessive concentration and new oak. With a lighter touch this could be a truly important, benchmark wine for Umbria. Anticipated maturity: 2012-2021.|12|Red wine|6061|750ml
|RP94 |M0000979|Lamborghini Campoleone|IGT|2010|Umbria|HK$ 480.0|Italy|The 2010 Campoleone is the best I have tasted thus far. This blended Umbrian red (50-50 Sangiovese and Merlot) opens with an inky black color and extreme elegance that hits at the very core. Shapely fruit tones of blackberry and dried cherry are enhanced by balsam herb, licorice, sweet spice, tobacco, forest floor and flower potpourri. The close is soft, long lasting and ripe. I look forward to revisiting this wine in six or seven years when it has completed its evolution. Drink: 2015-2024.|6|Red wine|6062|750ml
||M0000980|Giovanni Corino Barolo|DOCG|2009|Piedmont|HK$ 399.0|Italy||12|Red wine|6063|750ml
||M0000981|Giovanni Corino Barolo Giachini|DOCG|2009|Piedmont|HK$ 540.0|Italy||6|Red wine|6064|750ml
|AM95 |M0000982|Joseph Drouhin Bonnes Mares Grand Cru|Grand Cru (Burgundy)|2008|Burgundy|HK$ 499.0|France|Allen Meadows: A strikingly complex, highly expressive and almost surprisingly elegant nose of spicy red and blue pinot fruit aromas nuanced by hints of violets and warm earth nuances that are also picked up by the rich and particularly full-bodied flavors that possess a natural sweetness, which serves to buffer the firm tannins on the wonderfully persistent finish. The fine balance is absolutely impeccable and the length is flat out amazing plus I love the underlying sense of tension. A simply superb Bonnes Mares but be prepared to have ample patience. Robert Parker: “2008 was very slow in doing its malolactic – which was good, and ended up with a pretty lively impression of acidity” remarked Veronique Boss-Drouhin, “and I think the wines will be slow to evolve in bottle, as well.” Numerous cuvees were still in tank or barrel when I visited in March, which constitutes an unusually late schedule at this address. The 2007s, by contrast, were bottled even earlier than normal, most at age 12 months. In 2008, a 15-25% share of stems and whole clusters was included in the fermenting vat for the Clos des Mouches and for most of the Drouhin grand crus, whereas in 2007 that degree of vendange entier was practically the rule across the entire Drouhin range (by no means all of which I tasted).|0|Red wine|6065|750ml
|RP91 |M0000983|Fontanafredda Vigna La Rosa|DOCG|2005|Barolo|HK$ 650.0|Italy|The 2005 Barolo La Rosa is a graceful, floral wine laced with perfumed red fruit, roses, sweet spices and minerals. The La Rosa possesses gorgeous textural richness in a soft, approachable style, with a long, refined finish that rounds things out. Today the wine comes across as quite primary, but with some additional time in bottle it should develop additional tertiary nuance. The tannins gain on the finish in this deceptively medium- bodied Barolo. Anticipated maturity: 2012-2022. These 2005s are the finest Barolos I can recall tasting here. The estate seems to have toned down the super-ripe style of recent years and the results are striking. As I have written here before, Fontanafredda owns some of the most prized vineyards in all of Piedmont, and clearly has potential for making important wines of the highest level.|6|Red wine|6066|750ml
|RP94 |M0000984|Bruno Giacosa Barolo Falletto|DOCG|2007|Barolo|HK$ 1,430.0|Italy|The 2007 Barolo Falletto is an overachieving wine, even at this high level. The bouquet has a level of delineation, sweetness, inner perfume and nuance generally only found in Giacosa’s Red Label Riservas. The Falletto impresses for the intensity of its dark fruit and superb overall balance. The extroverted personality of the vintage is quite evident, especially as the wine sits in the glass. Menthol, flowers and licorice add the final notes of complexity on the finish. This is an especially racy Barolo from Bruno Giacosa, but the trademark elegance is there. Anticipated maturity: 2017-2032.|2|Red wine|6067|750ml
|RP98 |M0000985|Bruno Giacosa Barolo Le Rocche del Falletto Riserva|DOCG|2007|Piedmont|HK$ 3,300.0|Italy|The 2007 Barolo Riserva Le Rocche del Falletto bursts onto the palate with masses of dark fruit. The Riserva is a decidedly dark, brooding wine in this vintage. Scorched earth, smoke, menthol, licorice and new leather flow with marvelous intensity all the way through to the powerful finish. Over time the classic Giacosa bouquet of dried rose petal emerges, rounding out this fabulous effort in grand style. The imposing tannins will require a measure of patience, but the 2007 Riserva is shaping up to be another magnificent, towering Barolo from Bruno Giacosa. Anticipated maturity: 2022-2042.|2|Red wine|6068|750ml
|RP89 |M0000986|Henri Boillot Bourgogne Blanc|AOC|2011|Cote de Beaune|HK$ 200.0|France|There is a lot to like about the 2011 Bourgogne Chardonnay, which shows lovely purity and depth. Hints of dried apricots and flowers wrap around the expressive finish. This is a terrific effort at the Bourgogne level. Anticipated maturity: 2012+.|0|White wine|6069|750ml
|RP94 |M0000987|Domaine Henri Boillot Corton Charlemagne Grand Cru|Grand Cru (Burgundy)|2010|Cote de Beaune|HK$ 1,290.0|France|Boillot’s 2010 Corton-Charlemagne comes across as laid back and understated in this vintage, although the fruit seems to gain an additional measure of volume on the mid-palate and finish. Above all else, it is the wine’s striking inner perfume and finessed personality that stand out most. Anticipated maturity: 2014+.|2|White wine|6070|750ml
|RP95 |M0000988|Domaine Henri Boillot Corton Charlemagne Grand Cru|Grand Cru (Burgundy)|2009|Cote de Beaune|HK$ 1,500.0|France|The 2009 Corton-Charlemagne is the first grand cru in this vintage that is truly breathtaking. It shows off fabulous detail and nuance, with a crystalline expression of fruit, expressive floral notes and tons of minerality. The aroms and flavors flow effortlessly to a precise, chiseled finish that is stunning. This is a dazzling effort from Henri Boillot, and should not be missed. Anticipated maturity: 2015+.|2|White wine|6071|750ml
||M0000989|Cascina Luisin Barolo Leon|DOCG|2008|Piedmont|HK$ 550.0|Italy||6|Red wine|6072|750ml
||M0000990|Cascina Luisin Barbaresco Sori Paolin|DOCG|2010|Piedmont|HK$ 500.0|Italy||6|Red wine|6073|750ml
|RP94 |M0000991|Bartolo Mascarello Barolo|DOCG|2009|Piedmont|HK$ 940.0|Italy|The 2009 Barolo (aged three years in botte grande and one year in bottle) opens with a crystalline, ruby color and shows extreme focus and precision. Rosehip, forest berry, wild mint, lightly toasted pine nut, dried ginger and underbrush all appear on the ever-changing bouquet. The wine is extremely finessed and silky on the close with beautiful menthol freshness at the end. In Barolo tradition, fruit was normally sourced from many vineyards. The concept of single vineyards is relatively new. In keeping with tradition, this Barolo sees fruit from the Canubbi, San Lorenzo, Rue, and Rocche di La Morra vineyards. Anticipated maturity: 2015-2035.|5|Red wine|6074|750ml
|RP96 |M0000993|Fattoria Le Pupille Elisabetta Geppetti Saffredi 2010|IGT|2010|Tuscany|HK$ 660.0|Italy|The 2010 Saffredi (Merlot and Cabernet Sauvignon) delivers gorgeous intensity and broad aromas of black berry, leather, crushed granite and lingering smoke. It’s a masterpiece on all happy fronts. The textural elegance is superb. Anticipated maturity: 2014-2025.|6|Red wine|6075|750ml
|RP87 |M0000994|Joseph Drouhin Gevrey Chambertin|Village (Burgundy)|2008|Cote de Nuits|HK$ 499.0|France|Tart cherry and smoked meat dominate the Drouhin 2008 Gevrey-Chambertin – which I tasted from tank – and its interchange of fresh juiciness, tart berry skin, and tea-like bitterness and tannin is far more enjoyable than the rather tough, gum-numbing facade of the corresponding village-level Nuits-St.-Georges. This should remain enjoyable for at least 4-5 years, but there’s no question you can buy a lot more charm for a lot less money elsewhere in the same portfolio. “2008 was very slow in doing its malolactic – which was good, and ended up with a pretty lively impression of acidity” remarked Veronique Boss-Drouhin, “and I think the wines will be slow to evolve in bottle, as well.” Numerous cuvees were still in tank or barrel when I visited in March, which constitutes an unusually late schedule at this address. The 2007s, by contrast, were bottled even earlier than normal, most at age 12 months. In 2008, a 15-25% share of stems and whole clusters was included in the fermenting vat for the Clos des Mouches and for most of the Drouhin grand crus, whereas in 2007 that degree of vendange entier was practically the rule across the entire Drouhin range (by no means all of which I tasted).|6|Red wine|6076|750ml
|RP88 |M0000995|Joseph Drouhin Gevrey Chambertin|Village (Burgundy)|2009|Gevrey Chambertin|HK$ 499.0|France|The 2009 Gevrey-Chambertin is a plump wine best suited to drinking while the fruit retains its juiciness. Anticipated maturity: 2011-2017. Drouhin farms 75 hectares of vineyards according to biodynamic principles. Maceration and fermentation lasts about three weeks. The wines are then racked into oak in a cold part of the cellar to slow down the malos, although in 2009 they were entirely done by December. The estate leaves the wines on their lees for several months with one racking, or two if needed, prior to being assembled for bottling. New oak ranges from 25% for the entry-level wines to 50-65% for the grand crus. Veronique Drouhin thinks the 2009s will stay open throughout their lives, much as the 1985s have. All of these 2009s were bottled between early December, 2010 and January, 2011.|0|Red wine|6077|750ml
|RP93 |M0000996|Lascombes|2eme Cru|2004|Margaux|HK$ 670.0|France|Another brilliant effort from this estate, the 2004 Lascombes (a blend of 50% Merlot, 45% Cabernet Sauvignon, and 5% Petit Verdot) exhibits a deep blue/purple hue along with a sweet perfume of blueberries, black raspberries, cherries, incense, smoke, and spring flowers. While opulent, underneath the full-bodied richness of fruit and depth is a structured wine. As it sits in the glass, an espresso roast character (no doubt from new oak) also emerges. Enjoy this pure, structured, fleshy beauty between 2010-2025.|0|Red wine|6078|750ml
Watermark 20143Ranman Junmai JPEG.jpg||M0000997|Ranman Junmai||NV|Japan|HK$ 280.0|Japan||3|Sake|6079|720ml
||M0000998|du Lebren|AOC|2010|Bergerac|HK$ 120.0|France||836|Red wine|6080|750ml
||M0000999|Des Leotins Blanc|AOC|2012|Enter Deux Mers|HK$ 99.0|France||355|White wine|6081|750ml
|AM88 |M0001000|Joseph Roty Gevrey Chambertin les Fontenys|1er Cru (Burgundy)|2003|Gevrey Chambertin|HK$ 950.0|France|Hints of oak spice frame exuberant and very ripe red and black small berry fruit nuanced with violets, cassis and game. This is a dense, earthy and structured wine that is not especially elegant but the long, sappy and mouth coating finish is quite seductive.|18|Red wine|6082|750ml
||M0001001|Domaine Joseph Roty Charmes-Chambertin Tres Vieilles Vignes|Grand Cru (Burgundy)|2003|Charmes Chambertin|HK$ 2,200.0|France||14|Red wine|6083|750ml
||M0001002|Louis Jadot Charmes Chambertin|Grand Cru (Burgundy)|2002|Charmes Chambertin|HK$ 1,300.0|France|Lighter though no less elegant than the Clos St. Jacques with pretty and very fresh red pinot fruit notes giving way to dusty, supple, sweet and delicious full-bodied flavors that offer a sappy, utterly seductive finish. This is quite complex and very Charmes in personality with its exuberant and expressive character and easy going yet intense finish.|16|Red wine|6084|750ml
|AM91 |M0001003|Louis Jadot Echezeaux|Grand Cru (Burgundy)|2003|Echezeaux|HK$ 1,600.0|France|Extremely ripe aromas of mocha, plum, prune and blackberry liqueur merge into round, rich, powerful and serious full-bodied, impressively concentrated flavors that culminate in a mouth coating, structured and persistent finish that ends with just a touch of dryness.|8|Red wine|6085|750ml
|AM90 |M0001004|Louis Jadot Clos de Vougeot|Grand Cru (Burgundy)|2003|Clos de Vougeot|HK$ 1,600.0|France|A high-toned nose of menthol, plum, prune, earth and smoked game leads to exceptionally ripe, low acid, full, generous and palate saturating flavors with a powerful, incredibly dense and notably tannic finish. This is a robust, muscular and masculine wine that is too ripe for me but it will outlive us all.|3|Red wine|6086|750ml
|RP99 |M0001005|Montrose|2eme Cru|2010|St. Estephe|HK$ 1,900.0|France|The 2010 Montrose is a fabulous wine, and I was leaning toward giving it a three-digit score, which it may ultimately merit after it resolves some of its very sweet tannin. It is not as soft or flamboyant as the 2009, but it is a great classic, coming in at 13.9% natural alcohol. Representing 64% of the total production, the final blend is 53% Cabernet Sauvignon, 37% Merlot, 9% Cabernet Franc and 1% Petit Verdot (which is one percent different than the barrel sample blends that were presented). Inky bluish/purple in color, with classic blueberry, black currant, crushed rock and floral notes, hints of graphite, and lots of wild mountain berry fruit, this wine is extravagantly rich, has very sweet but noticeable tannin, laser-like precision, a massive, full-bodied mouthfeel and a finish of close to 50+ seconds. This remarkable wine will probably tighten up somewhat in the bottle, and need most of a decade to shed some tannin and its rather grapy, primary personality. The finish blew me away, and the overall power, richness and balance of this wine are virtually perfect. Look for it to drink well for half a century or more.|0|Red wine|6087|750ml
|RP95 |M0001006|Pichon Longueville Comtesse de Lalande|2eme Cru|2009|Pauillac|HK$ 1,600.0|France|A beautiful effort, the 2009 Pichon Lalande, a blend of 75% Cabernet Sauvignon, 20% Merlot and 5% Petit Verdot, possesses copious mocha, lead pencil, unsmoked, high class tobacco, black currant, forest floor and herbaceous characteristics. It is a deep purple-hued, charming, surprisingly open-knit Pauillac with wonderful freshness, a plump, fleshy mouthfeel, opulence and unctuosity, medium to full body and a well-delineated, luscious style. More elegant than its nearby neighbor, Pichon Longueville Baron, and not as massive in concentration and extract, it is one of the great Pichon Lalandes of the last twenty years.|0|Red wine|6088|750ml
|AM92 |M0001007|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|1997|Clos de la Roche|HK$ 1,999.0|France|Forward, nicely intense, earthy black fruit nose followed by delicious, ripe, moderately structured, relatively dense, nicely elegant flavors and a long, beautifully delineated finish. This has already begun to lose a bit of the incredibly seductive baby fat that made this so alluring young but that said, it is still altogether lovely and an exceptionally fine effort for the vintage.|12|Red wine|6089|750ml
|AM91 |M0001008|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|1998|Clos de la Roche|HK$ 2,200.0|France|An exquisitely complex yet rather reserved nose of mostly red berry fruit introduces medium weight and distinctly earthy flavors that offer excellent depth and outstanding length. While the structure has largely been resolved there is still some firmness to the impressively persistent finish. For my taste this has arrived on the front edge of it prime drinkability though it should hold here for years to come. I have had pretty consistent experiences with this wine save for one recent bottle that was very badly reduced, indeed to the point where it was hard to really enjoy.|12|Red wine|6090|750ml
||M0001009|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|2000|Clos de la Roche|HK$ 2,300.0|France||12|Red wine|6091|750ml
|AM93 |M0001010|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|1999|Clos de la Roche|HK$ 3,600.0|France|This has begun to shut down somewhat, particularly on the nose even with extended airing. However the mid-palate is intensely sappy and concentrated with gorgeously detailed flavors that offer knock out intensity, building slowly from the attack all the way to the explosive finish and lingers for minutes. As impressive as the wine is however, the structure has begun to assert itself and thus this will need another 6 to 10 or be at its best. Tasted twice recently with similar results.|12|Red wine|6092|750ml
